[485, 134, 0];0
[460, 134, -4];0
[435, 130, -8];0
[410, 122, -12];0
[385, 110, -16];0
[360, 94, -20];0
[335, 74, -24];0
[310, 50, -28];1
[285, 59, 5];0
[260, 64, 1];0
[235, 65, -3];0
[210, 62, -7];0
[185, 55, -11];0
[160, 44, -15];0
[135, 29, -19];1
[110, 49, 16];0
[85, 65, 12];0
[60, 77, 8];0
[35, 85, 4];0
[10, 89, 0];0
[-15, 89, -4];0
[-40, 85, -8];0
[-65, 77, -12];0
[-90, 65, -16];0
[-115, 49, -20];1
[460, 63, 8];0
[435, 71, 4];0
[410, 75, 0];0
[385, 75, -4];0
[360, 71, -8];0
[335, 63, -12];0
[310, 51, -16];1
[285, 69, 14];0
[260, 83, 10];0
[235, 93, 6];0
[210, 99, 2];0
[185, 101, -2];0
[160, 99, -6];0
[135, 93, -10];0
[110, 83, -14];0
[85, 69, -18];0
[60, 51, -22];1
[35, 62, 7];0
[10, 69, 3];0
[-15, 72, -1];0
[-40, 71, -5];0
[-65, 66, -9];0
[-90, 57, -13];1
[-115, 76, 15];0
[460, 87, 11];0
[435, 98, 7];0
[410, 105, 3];0
[385, 108, -1];0
[360, 107, -5];0
[335, 102, -9];0
[310, 93, -13];0
[285, 80, -17];0
[260, 63, -21];0
[235, 42, -25];1
[210, 53, 7];0
[185, 60, 3];0
[160, 63, -1];0
[135, 62, -5];0
[110, 57, -9];0
[85, 48, -13];0
[60, 35, -17];1
[35, 50, 11];0
[10, 61, 7];0
[-15, 68, 3];0
[-40, 71, -1];0
[-65, 70, -5];0
[-90, 65, -9];0
[-115, 56, -13];1
[460, 73, 17];0
[435, 90, 13];0
[410, 103, 9];0
[385, 112, 5];0
[360, 117, 1];0
[335, 118, -3];0
[310, 115, -7];0
[285, 108, -11];0
[260, 97, -15];0
[235, 82, -19];0
[210, 63, -23];1
[185, 77, 10];0
[160, 87, 6];0
[135, 93, 2];0
[110, 95, -2];0
[85, 93, -6];0
[60, 87, -10];0
[35, 77, -14];0
[10, 63, -18];1
[-15, 80, 13];0
[-40, 93, 9];0
[-65, 102, 5];0
[-90, 107, 1];0
[-115, 108, -3];0
[460, 70, -7];0
[435, 63, -11];0
[410, 52, -15];0
[385, 37, -19];0
[360, 18, -23];1
[335, 43, 21];0
[310, 64, 17];0
[285, 81, 13];0
[260, 94, 9];0
[235, 103, 5];0
[210, 108, 1];0
[185, 109, -3];0
[160, 106, -7];0
[135, 99, -11];0
[110, 88, -15];0
[85, 73, -19];0
[60, 54, -23];1
[35, 67, 9];0
[10, 76, 5];0
[-15, 81, 1];0
[-40, 82, -3];0
[-65, 79, -7];0
[-90, 72, -11];0
[-115, 61, -15];0
[460, 67, -19];0
[435, 48, -23];0
[410, 25, -27];1
[385, 35, 6];0
[360, 41, 2];0
[335, 43, -2];0
[310, 41, -6];0
[285, 35, -10];1
[260, 56, 17];0
[235, 73, 13];0
[210, 86, 9];0
[185, 95, 5];0
[160, 100, 1];0
[135, 101, -3];0
[110, 98, -7];0
[85, 91, -11];0
[60, 80, -15];0
[35, 65, -19];0
[10, 46, -23];1
[-15, 55, 5];0
[-40, 60, 1];0
[-65, 61, -3];0
[-90, 58, -7];0
[-115, 51, -11];0
[460, 54, -15];0
[435, 39, -19];0
[410, 20, -23];1
[385, 33, 9];0
[360, 42, 5];0
[335, 47, 1];0
[310, 48, -3];0
[285, 45, -7];1
[260, 56, 7];0
[235, 63, 3];0
[210, 66, -1];0
[185, 65, -5];0
[160, 60, -9];0
[135, 51, -13];1
[110, 63, 8];0
[85, 71, 4];0
[60, 75, 0];0
[35, 75, -4];0
[10, 71, -8];0
[-15, 63, -12];0
[-40, 51, -16];1
[-65, 64, 9];0
[-90, 73, 5];0
[-115, 78, 1];0
[460, 40, -3];0
[435, 37, -7];0
[410, 30, -11];0
[385, 19, -15];1
[360, 38, 15];0
[335, 53, 11];0
[310, 64, 7];0
[285, 71, 3];0
[260, 74, -1];0
[235, 73, -5];0
[210, 68, -9];0
[185, 59, -13];1
[160, 76, 13];0
[135, 89, 9];0
[110, 98, 5];0
[85, 103, 1];0
[60, 104, -3];0
[35, 101, -7];0
[10, 94, -11];0
[-15, 83, -15];0
[-40, 68, -19];0
[-65, 49, -23];1
[-90, 66, 13];0
[-115, 79, 9];0
[460, 68, 5];0
[435, 73, 1];0
[410, 74, -3];0
[385, 71, -7];0
[360, 64, -11];0
[335, 53, -15];0
[310, 38, -19];1
[285, 53, 11];0
[260, 64, 7];0
[235, 71, 3];0
[210, 74, -1];0
[185, 73, -5];0
[160, 68, -9];0
[135, 59, -13];0
[110, 46, -17];1
[85, 53, 3];0
[60, 56, -1];0
[35, 55, -5];0
[10, 50, -9];0
[-15, 41, -13];0
[-40, 28, -17];0
[-65, 11, -21];1
[-90, 28, 13];0
[-115, 41, 9];0
[460, 96, 5];0
[435, 101, 1];0
[410, 102, -3];0
[385, 99, -7];0
[360, 92, -11];0
[335, 81, -15];0
[310, 66, -19];0
[285, 47, -23];1
[260, 59, 8];0
[235, 67, 4];0
[210, 71, 0];0
[185, 71, -4];0
[160, 67, -8];0
[135, 59, -12];0
[110, 47, -16];0
[85, 31, -20];1
[60, 44, 9];0
[35, 53, 5];0
[10, 58, 1];0
[-15, 59, -3];0
[-40, 56, -7];0
[-65, 49, -11];0
[-90, 38, -15];1
[-115, 41, -1];0
[460, -1, -5];0
[435, -6, -9];0
[410, -15, -13];0
[385, -28, -17];1
[360, -10, 14];1
[335, 3, 9];0
[310, 12, 5];0
[285, 17, 1];0
[260, 18, -3];1
[235, 24, 2];0
[210, 26, -2];0
[185, 24, -6];0
[160, 18, -10];1
[135, 34, 12];0
[110, 46, 8];0
[85, 54, 4];0
[60, 58, 0];0
[35, 58, -4];0
[10, 54, -8];0
[-15, 46, -12];0
[-40, 34, -16];1
[-65, 46, 8];0
[-90, 54, 4];0
[-115, 58, 0];0
[460, 172, -4];0
[435, 168, -8];0
[410, 160, -12];0
[385, 148, -16];0
[360, 132, -20];0
[335, 112, -24];0
[310, 88, -28];0
[285, 60, -32];1
[260, 76, 12];0
[235, 88, 8];0
[210, 96, 4];0
[185, 100, 0];0
[160, 100, -4];0
[135, 96, -8];0
[110, 88, -12];1
[85, 114, 22];0
[60, 136, 18];0
[35, 154, 14];0
[10, 168, 10];0
[-15, 178, 6];0
[-40, 184, 2];0
[-65, 186, -2];0
[-90, 184, -6];0
[-115, 178, -10];0
[460, 88, -14];0
[435, 74, -18];0
[410, 56, -22];0
[385, 34, -26];1
[360, 48, 10];0
[335, 58, 6];0
[310, 64, 2];0
[285, 66, -2];0
[260, 64, -6];0
[235, 58, -10];0
[210, 48, -14];1
[185, 64, 12];0
[160, 76, 8];0
[135, 84, 4];0
[110, 88, 0];0
[85, 88, -4];0
[60, 84, -8];0
[35, 76, -12];0
[10, 64, -16];0
[-15, 48, -20];0
[-40, 28, -24];1
[-65, 38, 6];0
[-90, 44, 2];0
[-115, 46, -2];0
[460, 102, -6];0
[435, 96, -10];0
[410, 86, -14];1
[385, 95, 5];0
[360, 100, 1];0
[335, 101, -3];0
[310, 98, -7];0
[285, 91, -11];0
[260, 80, -15];0
[235, 65, -19];1
[210, 85, 16];0
[185, 101, 12];0
[160, 113, 8];0
[135, 121, 4];0
[110, 125, 0];0
[85, 125, -4];0
[60, 121, -8];0
[35, 113, -12];0
[10, 101, -16];0
[-15, 85, -20];1
[-40, 97, 8];0
[-65, 105, 4];0
[-90, 109, 0];0
[-115, 109, -4];0
[460, 63, -8];0
[435, 55, -12];0
[410, 43, -16];1
[385, 65, 18];0
[360, 83, 14];0
[335, 97, 10];0
